datetime,open,high,low,close,volume
2024-01-02 09:00:00,3500.0,3500.2051587982455,3497.1218439541626,3497.3268340441123,2201
2024-01-02 09:01:00,3497.3268340441123,3499.748205378158,3496.7576456698157,3499.178622926763,1705
2024-01-02 09:02:00,3499.178622926763,3500.8819609566317,3498.6869282211387,3500.390026902754,1088
2024-01-02 09:03:00,3500.390026902754,3502.931304329023,3499.626739654115,3502.1674629350923,1528
2024-01-02 09:04:00,3502.1674629350923,3504.2559738490927,3500.4936828010136,3502.5811955594104,746
2024-01-02 09:05:00,3502.5811955594104,3505.644795428298,3501.76452556994,3504.8274111227465,1722
2024-01-02 09:06:00,3504.8274111227465,3504.841422582031,3502.7278878201823,3502.741890886076,1684
2024-01-02 09:07:00,3502.741890886076,3504.7684066552774,3502.5689454436956,3504.5953611550917,1518
2024-01-02 09:08:00,3504.5953611550917,3509.466228286909,3503.936339213166,3508.8062904023463,2888
2024-01-02 09:09:00,3508.8062904023463,3509.839292992042,3507.3322756684606,3508.36484430401,854
2024-01-02 09:10:00,3508.36484430401,3509.1591162190307,3507.4226028202233,3508.2166614176494,558
2024-01-02 09:11:00,3508.2166614176494,3508.3192352141455,3506.74501945453,3506.847550222924,1308
2024-01-02 09:12:00,3506.847550222924,3507.3388936166375,3506.3797426107317,3506.8710204600566,565
2024-01-02 09:13:00,3506.8710204600566,3507.3637221224835,3506.570824346803,3507.06348383285,588
2024-01-02 09:14:00,3507.06348383285,3507.735747571734,3502.9883792141973,3503.6598618023886,2548
2024-01-02 09:15:00,3503.6598618023886,3504.475574566763,3503.637524655163,3504.4532322190626,935
2024-01-02 09:16:00,3504.4532322190626,3506.4682355210957,3503.9350311062085,3505.9497364510758,1520
2024-01-02 09:17:00,3505.9497364510758,3506.4424629066775,3504.1424930719813,3504.6349655374547,1457
2024-01-02 09:18:00,3504.6349655374547,3504.9373320528007,3503.6630138545056,3503.965296513574,949
2024-01-02 09:19:00,3503.965296513574,3505.3918543034943,3503.6676483718725,3505.09408498129,1284
2024-01-02 09:20:00,3505.09408498129,3506.387495501439,3502.4176885914717,3503.710111497833,1391
2024-01-02 09:21:00,3503.710111497833,3505.3018681597273,3503.099914040214,3504.6913934857184,1214
2024-01-02 09:22:00,3504.6913934857184,3506.3453892380153,3503.3728268730965,3505.02620034419,735
2024-01-02 09:23:00,3505.02620034419,3508.5723440404604,3504.71815135921,3508.2639833927697,2650
2024-01-02 09:24:00,3508.2639833927697,3510.0139504032577,3506.2630877207534,3508.0120566588516,666
2024-01-02 09:25:00,3508.0120566588516,3508.2346501467323,3506.9622525517607,3507.184779426542,1169
2024-01-02 09:26:00,3507.184779426542,3508.291776175326,3506.3585390213534,3507.465274978221,760
2024-01-02 09:27:00,3507.465274978221,3507.6183438064018,3507.40625322627,3507.55931947869,687
2024-01-02 09:28:00,3507.55931947869,3509.8153352228037,3507.551511597792,3509.8075223199794,2128
2024-01-02 09:29:00,3509.8075223199794,3513.712333549781,3508.080608710691,3511.983498675121,2110
2024-01-02 09:30:00,3511.983498675121,3512.451582037143,3510.407253632272,3510.875126909571,1303
2024-01-02 09:31:00,3510.875126909571,3511.2090628818387,3510.1974608563314,3510.531332372569,762
2024-01-02 09:32:00,3510.531332372569,3511.5189116234765,3508.485274732967,3509.4722783889342,1203
2024-01-02 09:33:00,3509.4722783889342,3511.0840611227945,3506.550532734387,3508.16097360861,1536
2024-01-02 09:34:00,3508.16097360861,3509.1916960036674,3502.421383695864,3503.450419758992,3886
2024-01-02 09:35:00,3503.450419758992,3507.197183557323,3502.0387097331886,3505.783963778737,2223
2024-01-02 09:36:00,3505.783963778737,3507.308097538991,3503.2361949159845,3504.759221037954,1275
2024-01-02 09:37:00,3504.759221037954,3504.781066332494,3504.0318602703005,3504.0537010311737,978
2024-01-02 09:38:00,3504.0537010311737,3508.2173071590523,3503.7695719901217,3507.932840508615,3395
2024-01-02 09:39:00,3507.932840508615,3508.304117802454,3506.5780986273016,3506.9492325361557,1203
2024-01-02 09:40:00,3506.9492325361557,3507.2331890674745,3506.3339076779766,3506.617814386643,869
2024-01-02 09:41:00,3506.617814386643,3507.613179990334,3505.9339433103055,3506.9291147948243,870
2024-01-02 09:42:00,3506.9291147948243,3508.051429429365,3506.219862769246,3507.3419504234566,901
2024-01-02 09:43:00,3507.3419504234566,3508.097585141426,3505.632426581538,3506.38769299337,1301
2024-01-02 09:44:00,3506.38769299337,3508.942323219999,3505.369720276544,3507.9236088442062,1513
2024-01-02 09:45:00,3507.9236088442062,3509.263234095326,3506.744037214363,3508.083212004151,753
2024-01-02 09:46:00,3508.083212004151,3508.323353695677,3507.9337106394405,3508.1738420970273,631
2024-01-02 09:47:00,3508.1738420970273,3508.5706725912014,3506.7423377130613,3507.139006281226,1288
2024-01-02 09:48:00,3507.139006281226,3507.6658243280112,3506.3551442061434,3506.881844506616,742
2024-01-02 09:49:00,3506.881844506616,3508.689929018313,3506.4006235505913,3508.208459953514,1418
2024-01-02 09:50:00,3508.208459953514,3509.9897523600657,3507.7598343130953,3509.540898930034,1526
2024-01-02 09:51:00,3509.540898930034,3510.080495835476,3508.3155818798023,3508.8549903910052,1087
2024-01-02 09:52:00,3508.8549903910052,3509.3747474787165,3507.1545147890147,3507.6740199899286,1417
2024-01-02 09:53:00,3507.6740199899286,3509.1481800628703,3507.3911551440005,3508.8651963381467,1360
2024-01-02 09:54:00,3508.8651963381467,3509.3032557513498,3508.789860784068,3509.227910792108,913
2024-01-02 09:55:00,3509.227910792108,3511.4245870689297,3508.2222219021155,3510.418268646464,1396
2024-01-02 09:56:00,3510.418268646464,3511.2325476666006,3508.140868809681,3508.954619562595,1561
2024-01-02 09:57:00,3508.954619562595,3510.0406226008595,3507.7679334777886,3508.853569242938,717
2024-01-02 09:58:00,3508.853569242938,3510.2452457232134,3508.6573904199668,3510.0489890920785,1382
2024-01-02 09:59:00,3510.0489890920785,3510.1054182268977,3508.896994181038,3508.953404795866,1534
2024-01-02 10:00:00,3508.953404795866,3512.6701176468837,3507.886891768528,3511.6024749600097,2359
2024-01-02 10:01:00,3511.6024749600097,3514.8281316931725,3510.6589988370347,3513.8837889202473,2495
2024-01-02 10:02:00,3513.8837889202473,3514.3419140019587,3513.0612434092236,3513.519261250983,920
2024-01-02 10:03:00,3513.519261250983,3513.6038452236285,3513.0803676181063,3513.164941024887,935
2024-01-02 10:04:00,3513.164941024887,3513.7111336354665,3513.0124613988223,3513.558630303357,899
2024-01-02 10:05:00,3513.558630303357,3514.466468059652,3512.8263765955408,3513.7340251511896,710
2024-01-02 10:06:00,3513.7340251511896,3515.6828926561734,3513.471686705372,3515.4204087062094,1928
2024-01-02 10:07:00,3515.4204087062094,3515.441383664321,3514.0546054823053,3514.075572291273,1570
2024-01-02 10:08:00,3514.075572291273,3514.942956932372,3511.8792227302447,3512.7460652430264,1720
2024-01-02 10:09:00,3512.7460652430264,3514.8357567451394,3510.979404293398,3513.068044829599,828
2024-01-02 10:10:00,3513.068044829599,3514.8578664738975,3511.9253383059227,3513.714577769392,1064
2024-01-02 10:11:00,3513.714577769392,3513.719423820401,3513.5874599926296,3513.5923058683206,691
2024-01-02 10:12:00,3513.5923058683206,3515.4612002957238,3512.95178868308,3514.820342416716,1628
2024-01-02 10:13:00,3514.820342416716,3516.806532709756,3514.748014353416,3516.734163774581,2271
2024-01-02 10:14:00,3516.734163774581,3518.9603038082623,3515.5235146921614,3517.7488883686883,1339
2024-01-02 10:15:00,3517.7488883686883,3518.5001709966327,3517.46677136832,3518.2179937447772,985
2024-01-02 10:16:00,3518.2179937447772,3519.074294573287,3516.9767991038257,3517.832797837354,919
2024-01-02 10:17:00,3517.832797837354,3518.606587295218,3517.097919919173,3517.871547731837,717
2024-01-02 10:18:00,3517.871547731837,3520.213456067072,3513.474895932748,3515.8138773403352,2155
2024-01-02 10:19:00,3515.8138773403352,3516.2153433115595,3513.6122762869845,3514.0134908604,2061
2024-01-02 10:20:00,3514.0134908604,3517.7716525314722,3512.0185927645675,3515.7746209351335,1851
2024-01-02 10:21:00,3515.7746209351335,3518.2805544407183,3515.752477034207,3518.258394756316,2726
2024-01-02 10:22:00,3518.258394756316,3518.5604974115604,3515.895320381732,3516.197220126626,2440
2024-01-02 10:23:00,3516.197220126626,3517.726744583365,3515.3942635069557,3516.923438682437,1344
2024-01-02 10:24:00,3516.923438682437,3516.943009875781,3514.611026908465,3514.630585233557,2660
2024-01-02 10:25:00,3514.630585233557,3517.0837441862777,3514.5106409444816,3516.963716177904,2316
2024-01-02 10:26:00,3516.963716177904,3518.5326344558976,3515.3008566074086,3516.8690330833865,681
2024-01-02 10:27:00,3516.8690330833865,3521.332474228163,3516.0165778587675,3520.4789371083443,3364
2024-01-02 10:28:00,3520.4789371083443,3522.81316599253,3517.14577241228,3519.4777912649765,1316
2024-01-02 10:29:00,3519.4777912649765,3519.8212959311404,3518.3186576765593,3518.6620492100883,1273
2024-01-02 10:30:00,3518.6620492100883,3520.4855718844988,3517.3533370150008,3519.176181458218,1144
2024-01-02 10:31:00,3519.176181458218,3521.0105023514375,3518.5945810225417,3520.4285987647463,1759
2024-01-02 10:32:00,3520.4285987647463,3523.0880682062616,3518.8882306510995,3521.5465364383003,1433
2024-01-02 10:33:00,3521.5465364383003,3523.811157040341,3520.6399350632146,3522.9039726520446,1883
2024-01-02 10:34:00,3522.9039726520446,3523.270573535382,3522.1354803498434,3522.5020012622367,1042
2024-01-02 10:35:00,3522.5020012622367,3524.3534613975876,3522.026699616744,3523.8779099290864,1609
2024-01-02 10:36:00,3523.8779099290864,3527.1100903358933,3523.8420705021013,3527.0742180361763,3195
2024-01-02 10:37:00,3527.0742180361763,3530.178837045852,3525.0791498787544,3528.1820127795013,1625
2024-01-02 10:38:00,3528.1820127795013,3528.622664816159,3526.4675292549286,3526.9079671612913,1738
2024-01-02 10:39:00,3526.9079671612913,3528.1331973769165,3526.240796065852,3527.46579450957,1051
2024-01-02 10:40:00,3527.46579450957,3527.6898609115647,3524.2899336418363,3524.5137983115505,3272
2024-01-02 10:41:00,3524.5137983115505,3526.3437760537868,3523.6476844754848,3525.477212519087,1467
2024-01-02 10:42:00,3525.477212519087,3526.3673778547295,3522.06239756949,3522.9517006814635,2522
2024-01-02 10:43:00,3522.9517006814635,3524.773835517193,3522.1173008992037,3523.9390041681568,1478
